image_name,caption
ILSVRC2012_test_00000622.jpg,A brown monkey
ILSVRC2012_test_00000633.jpg,A bird on a branch
ILSVRC2012_test_00000637.jpg,Two black dogs in red and orange vests
ILSVRC2012_test_00000649.jpg,Two men on a bicycle
ILSVRC2012_test_00000652.jpg,A bird with red wings flying in the blue sky
ILSVRC2012_test_00000661.jpg,A little dark brown and white dog
ILSVRC2012_test_00000677.jpg,A little elephant beside a big elephant
ILSVRC2012_test_00000688.jpg,A man in a grey hat is blowing a golden sax
ILSVRC2012_test_00000689.jpg,A white and brown horse next to a brown horse
ILSVRC2012_test_00000699.jpg,A black bee on a purple flower
ILSVRC2012_test_00000716.jpg,A child in grey and black and white clothes is in a green basket
ILSVRC2012_test_00000728.jpg,A man sitting on the bed
ILSVRC2012_test_00000747.jpg,A white and grey dog on a dark grey skate board
ILSVRC2012_test_00000756.jpg,A black bird on green grassland
ILSVRC2012_test_00000761.jpg,A man in red and black shirt is blowing a silver sax
ILSVRC2012_test_00000775.jpg,A hippo in the water
ILSVRC2012_test_00000776.jpg,A grey and white and brown bird on the beach
ILSVRC2012_test_00000789.jpg,A man in a hat and a blue tie
ILSVRC2012_test_00000790.jpg,A white and brown butterfly on a green leaf
ILSVRC2012_test_00000792.jpg,A man playing a red basketball with a black and white dog
ILSVRC2012_test_00000801.jpg,A black duck with a red beak
ILSVRC2012_test_00000827.jpg,A big brown lizard
ILSVRC2012_test_00000857.jpg,A grey and brown suuirrel
ILSVRC2012_test_00000860.jpg,A person in a white hat is holding a red and white bottle
ILSVRC2012_test_00000871.jpg,Two brown deer
ILSVRC2012_test_00000877.jpg,A big goat with a small goat on the grassland
ILSVRC2012_test_00000881.jpg,A man in white and green cap playing an instrument
ILSVRC2012_test_00000896.jpg,A brown and black monkey with a grey face is on the lush green grass
ILSVRC2012_test_00000905.jpg,A grey and black dog with a white and brown dog on the grass
ILSVRC2012_test_00000910.jpg,A white and cyan airplane
ILSVRC2012_test_00000926.jpg,A child is reding a book on a bed
ILSVRC2012_test_00000966.jpg,A group of cattle with green plants
ILSVRC2012_test_00000969.jpg,A pizza with red sliced meat is on a white plate
ILSVRC2012_test_00000978.jpg,A white and black and brown dog
ILSVRC2012_test_00000985.jpg,A brown monkey with green leaves
ILSVRC2012_test_00000993.jpg,A blue bird on a branch
ILSVRC2012_test_00001004.jpg,A group of people riding monocycles
ILSVRC2012_test_00001027.jpg,A brown and white and black bird standing on the dirt
ILSVRC2012_test_00001035.jpg,A green and white sailboat
ILSVRC2012_test_00001047.jpg,Two white and grey and brown monkeys
ILSVRC2012_test_00001060.jpg,A brown and white dog running on the grass
ILSVRC2012_test_00001072.jpg,A black bird with a red crown
ILSVRC2012_test_00001078.jpg,A bird on rocks
ILSVRC2012_test_00001100.jpg,A black and beige and white bird on a branch
ILSVRC2012_test_00001124.jpg,A white sailboat
ILSVRC2012_test_00001141.jpg,A dog on the slope
ILSVRC2012_test_00001149.jpg,A white and black dog with a red collar is on the beach
ILSVRC2012_test_00001157.jpg,A man in white clothes is playing football with a man in red clothes on the green grassland
ILSVRC2012_test_00001169.jpg,A white and dark red sailboat 
ILSVRC2012_test_00001267.jpg,A colorful bird on a branch
ILSVRC2012_test_00001277.jpg,A man in a black coat sitting on a wooden bench
ILSVRC2012_test_00001279.jpg,A brown and grey bird with black and white markings
ILSVRC2012_test_00001302.jpg,A man stading on a red and black boat
ILSVRC2012_test_00001306.jpg,A monkey on a tree
ILSVRC2012_test_00001311.jpg,A black spider on the finger
ILSVRC2012_test_00001320.jpg,A brown and beige lizard on the rocky surface
ILSVRC2012_test_00001327.jpg,A white dog with the white snow
ILSVRC2012_test_00001348.jpg,A brown bird
ILSVRC2012_test_00001360.jpg,A woman holding a mouse on green grassland
ILSVRC2012_test_00001361.jpg,A brown and black dog on a bench
ILSVRC2012_test_00001372.jpg,A wowan playing a beige and black instrument
ILSVRC2012_test_00001378.jpg,A monkey on the tree
ILSVRC2012_test_00001394.jpg,A black dog with a pink collar standing in the water near the dry grass
ILSVRC2012_test_00001405.jpg,A white dog with a pink collar and a golden pendant
ILSVRC2012_test_00001428.jpg,A brown and grey bird standing in the water and surrounded by green leaves
ILSVRC2012_test_00001433.jpg,A yellowish green frog in the water
ILSVRC2012_test_00001439.jpg,Two black and brown monkeys sitting on a branch
ILSVRC2012_test_00001450.jpg,Two grey boars fighting with each other
ILSVRC2012_test_00001488.jpg,A yellow butterfly on purple flowers
ILSVRC2012_test_00001506.jpg,A white and grey and black bird standing on the dry grass
ILSVRC2012_test_00001514.jpg,A white and brown dog with a red collar
ILSVRC2012_test_00001524.jpg,A black and brown and white bird
ILSVRC2012_test_00001525.jpg,Two black and white zebras with tall grass
ILSVRC2012_test_00001531.jpg,A white sailboat
ILSVRC2012_test_00001544.jpg,Two grey and white dog with blue and pink collars
ILSVRC2012_test_00001551.jpg,A bluish purple insect on a leaf
ILSVRC2012_test_00001563.jpg,A black and grey and black bird
ILSVRC2012_test_00001566.jpg,A bluish purple bird with a red beak
ILSVRC2012_test_00001645.jpg,A man riding a monocycle
ILSVRC2012_test_00001651.jpg,A yellowish green bird on a branch
ILSVRC2012_test_00001652.jpg,A white and brown dog beside red flowers
ILSVRC2012_test_00001661.jpg,A woman in blue and black clothes and a yellow swimming cap
ILSVRC2012_test_00001666.jpg,A grey monkey with a brown head 
ILSVRC2012_test_00001669.jpg,A black and white skunk on a tree
ILSVRC2012_test_00001677.jpg,White and grey snakes
ILSVRC2012_test_00001701.jpg,A grey monkey
ILSVRC2012_test_00001705.jpg,A green cucumber
ILSVRC2012_test_00001725.jpg,A white and brown duck with a yellow beak
ILSVRC2012_test_00001729.jpg,A grey and black duck
ILSVRC2012_test_00001760.jpg,A black and brown dog
ILSVRC2012_test_00001773.jpg,A white and black bird
ILSVRC2012_test_00001775.jpg,A girl in red and white clothes with a black and brown dog
ILSVRC2012_test_00001801.jpg,A white bird with a yellow crown
ILSVRC2012_test_00001837.jpg,A white and grey monkey with a small grey monkey
ILSVRC2012_test_00001859.jpg,A little monkey on a branch
ILSVRC2012_test_00001862.jpg,Three white and red birds with pink and black beaks
ILSVRC2012_test_00001876.jpg,A black and white cat on a computer beside a man
ILSVRC2012_test_00001882.jpg,A black butterfly with lush green leaves
ILSVRC2012_test_00001898.jpg,"A pink pencil case, a dark blue pencil case and a shallow blue pencil case"
ILSVRC2012_test_00001960.jpg,A brown snake and green grass on the sandy ground
ILSVRC2012_test_00001961.jpg,A coin with lots of dark brown biscuits
ILSVRC2012_test_00001985.jpg,Two brown birds on rocks
ILSVRC2012_test_00001998.jpg,A white and grey and black dog with a red collar and a red pendant next to a black and white and grey dog in a yellow and orange vest
ILSVRC2012_test_00002000.jpg,A grey snake on the beach near the sea
ILSVRC2012_test_00002009.jpg,Four birds on the snowy ground
ILSVRC2012_test_00002014.jpg,A black and brown dog
ILSVRC2012_test_00002037.jpg,Two man in white shirts on a yellow and white boat
ILSVRC2012_test_00002099.jpg,A green lizard on a hand
ILSVRC2012_test_00002108.jpg,A brown and black and white deer on green grassland
ILSVRC2012_test_00002123.jpg,A blue bird
ILSVRC2012_test_00002134.jpg,A beige and white bird
ILSVRC2012_test_00002145.jpg,A white and grey butterfly on purple flowers
ILSVRC2012_test_00002153.jpg,A big silver bulding like a pot
ILSVRC2012_test_00002160.jpg,A brown and white dog
ILSVRC2012_test_00002172.jpg,A group of birds on the water
ILSVRC2012_test_00002173.jpg,A green lizard
ILSVRC2012_test_00002189.jpg,A woman in a black swimsuit is playing a white volleyball with black and yellow patterns
ILSVRC2012_test_00002251.jpg,A grey and brown bird with a yellow beak
ILSVRC2012_test_00002270.jpg,A brown deer on dry grass
ILSVRC2012_test_00002352.jpg,A black dog
ILSVRC2012_test_00002362.jpg,A man in black and red clothes standing on the green grass with a ball over him
ILSVRC2012_test_00002387.jpg,A duck with a red beak
ILSVRC2012_test_00002397.jpg,Three brown goats on a hill
ILSVRC2012_test_00002438.jpg,Three brown and white and black birds are drinking water
ILSVRC2012_test_00002474.jpg,Three black and white ducks with red and white beaks
ILSVRC2012_test_00002521.jpg,A man holding a blue and white basket
ILSVRC2012_test_00002547.jpg,A green snake
ILSVRC2012_test_00002556.jpg,A grey and brown bird
ILSVRC2012_test_00002570.jpg,A black and white bird with a red beak and red feet is flying over the green grassland
ILSVRC2012_test_00002584.jpg,A black model of hippo
ILSVRC2012_test_00002617.jpg,A grey bird
ILSVRC2012_test_00002669.jpg,A white and red snake
ILSVRC2012_test_00002679.jpg,A woman in a white dress sitting beside a man in black suit and a white shirt holding a bunch of flowers
ILSVRC2012_test_00002702.jpg,A woman in black clothes with a brown and white dog
ILSVRC2012_test_00002767.jpg,An axe on a stump
ILSVRC2012_test_00002813.jpg,A lizard on the rock
ILSVRC2012_test_00002853.jpg,A black and white dog with its tongue out beside a black ball on dry grass
ILSVRC2012_test_00002863.jpg,A baby in red clothes next to a white and black dog with its tongue out
ILSVRC2012_test_00002877.jpg,A white bird with a yellow beak and black feet
ILSVRC2012_test_00002879.jpg,An orange and red hat beside a black and yellowish brown hat
ILSVRC2012_test_00002884.jpg,A brown and white sailboat
ILSVRC2012_test_00002965.jpg,A person is looking at a grey pig
ILSVRC2012_test_00002979.jpg,A brown seal
ILSVRC2012_test_00002992.jpg,A frog
ILSVRC2012_test_00002998.jpg,A person in white and blue clothes is holding a mallet on grass
ILSVRC2012_test_00003011.jpg,A white and beige dog with a red chain
ILSVRC2012_test_00003040.jpg,A peron in blue shirt riding a brown horse
ILSVRC2012_test_00003109.jpg,Two people are eating yellow popsicles
ILSVRC2012_test_00003274.jpg,A black bear behind a man in greenish brown clothes riding a bicycle
ILSVRC2012_test_00003355.jpg,A white ball on green grass
ILSVRC2012_test_00003361.jpg,Two brown and white deer
ILSVRC2012_test_00003399.jpg,A bird on a branch
ILSVRC2012_test_00003401.jpg,A rooster with a red comb in front of a brown basket
ILSVRC2012_test_00003441.jpg,A white dog with a black collar on a pink couch
ILSVRC2012_test_00003446.jpg,A brown camel
ILSVRC2012_test_00003480.jpg,A brown bird
ILSVRC2012_test_00003510.jpg,A snake gliding along the ground
ILSVRC2012_test_00003527.jpg,A woman in beige shirt and a grey skirt
ILSVRC2012_test_00003559.jpg,A bird with red wings
ILSVRC2012_test_00003592.jpg,A white and grey dog
ILSVRC2012_test_00003603.jpg,A person in black and blue clothes is playing table tennis
ILSVRC2012_test_00003634.jpg,A green frog on dark green leaves
ILSVRC2012_test_00003646.jpg,A child in a dark blue helmet and blue shirt is holding a red and black bat
ILSVRC2012_test_00003722.jpg,A yellowish brown butterfly on a green leaf
ILSVRC2012_test_00003767.jpg,A black and white and brown dog on the white snow covered ground
ILSVRC2012_test_00003851.jpg,A black and white bird
ILSVRC2012_test_00003889.jpg,A red and pink bird with a long neck
ILSVRC2012_test_00003902.jpg,Two brown goats
ILSVRC2012_test_00003909.jpg,Two grey birds with red heads 
ILSVRC2012_test_00003939.jpg,A nake
ILSVRC2012_test_00003997.jpg,A brown lion lying on the ground
ILSVRC2012_test_00004024.jpg,A brown frog
ILSVRC2012_test_00004025.jpg,A blue and green bird with a red beak and yellow feet
ILSVRC2012_test_00004086.jpg,A brown and red bird on a green branch
ILSVRC2012_test_00004098.jpg,A dakr grey and brown dog
ILSVRC2012_test_00004113.jpg,A green frog on a green with dark brown and white markings is on a green leaf
ILSVRC2012_test_00004128.jpg,A black and yellow bird on a branch
ILSVRC2012_test_00004146.jpg,A white and grey dog on green grass
ILSVRC2012_test_00004243.jpg,A bird
ILSVRC2012_test_00004245.jpg,A grey koala
ILSVRC2012_test_00004354.jpg,A colorful bird on a branch with the blue sky as the background
ILSVRC2012_test_00004385.jpg,A dark grey object
ILSVRC2012_test_00004406.jpg,Two elephants fighting with each other
ILSVRC2012_test_00004423.jpg,A grey and blue bird in green leaves
ILSVRC2012_test_00004470.jpg,A yellow pear
ILSVRC2012_test_00004492.jpg,A black and brown bird with a yellow beak
ILSVRC2012_test_00004530.jpg,A colorful bird with green and pink leaves
ILSVRC2012_test_00004544.jpg,A white and grey dog
ILSVRC2012_test_00004546.jpg,A black monkey and a grey and brown monkey
ILSVRC2012_test_00004557.jpg,Two black chairs
ILSVRC2012_test_00004600.jpg,A yellow butterfly on green leaves
ILSVRC2012_test_00004662.jpg,A crocodile
ILSVRC2012_test_00004682.jpg,A white nail on the grey wall
ILSVRC2012_test_00004780.jpg,Two black and white animals on trees
ILSVRC2012_test_00004821.jpg,A brown snake
ILSVRC2012_test_00004836.jpg,A man in black and red clothes is riding a red snowmobile on the white snow
ILSVRC2012_test_00004876.jpg,A white and black bird
ILSVRC2012_test_00004881.jpg,A brown horse and a brown bird
ILSVRC2012_test_00004927.jpg,A colorful bird on a branch
ILSVRC2012_test_00004938.jpg,A blue and black bird with a red crown
ILSVRC2012_test_00004978.jpg,A snail with a yellowish brown shell
ILSVRC2012_test_00005014.jpg,A man in dark blue shirt standing beside a man in blue shirt. They hold black and red sticks on the grass
ILSVRC2012_test_00005034.jpg,A group of brown and white and black birds
ILSVRC2012_test_00005097.jpg,A man in white and black clothes sitting on a black and silver motorbike
ILSVRC2012_test_00005100.jpg,A black and white dog
ILSVRC2012_test_00005105.jpg,A black stretcher with orange and blue things on it
ILSVRC2012_test_00005108.jpg,An insect with black and white spots on a red flower
ILSVRC2012_test_00005132.jpg,A black bear
ILSVRC2012_test_00005149.jpg,A black and white panda
ILSVRC2012_test_00005154.jpg,A brown and black bird with a grey beak
ILSVRC2012_test_00005164.jpg,A white and grey butterfly on a white and yellow flower
ILSVRC2012_test_00005174.jpg,A brown monkey
ILSVRC2012_test_00005199.jpg,A dark cyan and  black bird
ILSVRC2012_test_00005203.jpg,A browna nd grey and white bird floating on the water
ILSVRC2012_test_00005243.jpg,A black and beige monkey
ILSVRC2012_test_00005262.jpg,A foot with a white bandage
ILSVRC2012_test_00005274.jpg,Two man are skiing on the white snowy ground
ILSVRC2012_test_00005290.jpg,A man in a blue and red hat is blowing a silver instrument
ILSVRC2012_test_00005293.jpg,A green lizard
ILSVRC2012_test_00005297.jpg,A yellow and black ant on white flowers
ILSVRC2012_test_00005309.jpg, white and grey butterfly on a purple flower
ILSVRC2012_test_00005336.jpg,A yellowish green snake
ILSVRC2012_test_00005377.jpg,A brown boar
ILSVRC2012_test_00005409.jpg,A little snake held by a person
ILSVRC2012_test_00005415.jpg,A grey bird
ILSVRC2012_test_00005432.jpg,A blue bird on a branch with a black background
ILSVRC2012_test_00005445.jpg,Two brown dogs on a blue rug
ILSVRC2012_test_00005457.jpg,A brown and black dog
ILSVRC2012_test_00005494.jpg,A pangolin
ILSVRC2012_test_00005526.jpg,Two black and greyish white birds on green grassland
ILSVRC2012_test_00005581.jpg,A bird standing in the water
ILSVRC2012_test_00005583.jpg,A man with a black dog
ILSVRC2012_test_00005586.jpg,A white and brown dog
ILSVRC2012_test_00005592.jpg,A brown and white bird
ILSVRC2012_test_00005605.jpg,A child with a yellow vacuum cleaner with black buttons
ILSVRC2012_test_00005611.jpg,A group of brown bitds with black and red markings
ILSVRC2012_test_00005613.jpg,Two red balls with a blue and black mallet on the sandy ground
ILSVRC2012_test_00005619.jpg,A brown and white and black dog on a couch
ILSVRC2012_test_00005640.jpg,A turtle
ILSVRC2012_test_00005650.jpg,A bird on a rock
ILSVRC2012_test_00005695.jpg,A white and yellow bird on a branch
ILSVRC2012_test_00005715.jpg,A bird flying over trees
ILSVRC2012_test_00005749.jpg,A girl walking on the grey guardrail
ILSVRC2012_test_00005808.jpg,A grey rabbit on the green plants
ILSVRC2012_test_00005832.jpg,A bird on the rock
ILSVRC2012_test_00005847.jpg,A brown and grey rabbit on the grass
ILSVRC2012_test_00005876.jpg,A brown dog
ILSVRC2012_test_00005899.jpg,A snake
ILSVRC2012_test_00005911.jpg,A brown deer
ILSVRC2012_test_00005921.jpg,A brown and white goat
ILSVRC2012_test_00005934.jpg,A green snake
ILSVRC2012_test_00005935.jpg,A brown and black dog in blue clothes beside a blue and white thing
ILSVRC2012_test_00005970.jpg,Two black and brown dogs in blue and pink vests
ILSVRC2012_test_00005981.jpg,A  beige and black and brown bird in green plants
ILSVRC2012_test_00005995.jpg,A brown and yellow bird with a black and white head
ILSVRC2012_test_00006034.jpg,A grey and white bird
ILSVRC2012_test_00006043.jpg,A man in a cyan shirt on silver crutches
ILSVRC2012_test_00006050.jpg,A white and black monkey
ILSVRC2012_test_00006054.jpg,A bird
ILSVRC2012_test_00006082.jpg,A black and brown dog
ILSVRC2012_test_00006091.jpg,A brown and white bird
ILSVRC2012_test_00006139.jpg,A black and white and brown dog on green grassland
ILSVRC2012_test_00006150.jpg,An ant
ILSVRC2012_test_00006151.jpg,A boat with green trees on it
ILSVRC2012_test_00006162.jpg,A brown and grey bird on white snow covered branches
ILSVRC2012_test_00006169.jpg,A brown and white bird on a branch
ILSVRC2012_test_00006203.jpg,A black bird
ILSVRC2012_test_00006226.jpg,A brown deer
ILSVRC2012_test_00006229.jpg,Two brown dogs with red and blue collars
ILSVRC2012_test_00006244.jpg,A brown dog
ILSVRC2012_test_00006267.jpg,Three brown and white dogs
ILSVRC2012_test_00006293.jpg,A black rooster with a red comb
ILSVRC2012_test_00006311.jpg,A pink and whte and grey duck
ILSVRC2012_test_00006325.jpg,A grey and white dog with colorful balls
ILSVRC2012_test_00006335.jpg,A yellow and white sailboat
ILSVRC2012_test_00006361.jpg,A black and white bird
ILSVRC2012_test_00006362.jpg,A colorful peacock
ILSVRC2012_test_00006389.jpg,A white and grey dog beside a white dog
ILSVRC2012_test_00006511.jpg,A brown bird
ILSVRC2012_test_00006521.jpg,A white bird on branches
ILSVRC2012_test_00006533.jpg,Three golden harps
ILSVRC2012_test_00006550.jpg,A black bird with an orange beak
ILSVRC2012_test_00006561.jpg,A group of brown foxes
ILSVRC2012_test_00006564.jpg,A black tail of a whale
ILSVRC2012_test_00006573.jpg,A white dog
ILSVRC2012_test_00006582.jpg,A brown snake on the tree
ILSVRC2012_test_00006593.jpg,A white and silver sea snake
ILSVRC2012_test_00006595.jpg,A white dog on a white dog
ILSVRC2012_test_00006609.jpg,A brown and white and black bird with green plants
ILSVRC2012_test_00006615.jpg,A white and black and brown dog on green grass
ILSVRC2012_test_00006622.jpg,A black and grey bird on a branch
ILSVRC2012_test_00006626.jpg,A brown snail
ILSVRC2012_test_00006635.jpg,A brown spatula with colorful patterns and objects on it
ILSVRC2012_test_00006656.jpg,A woman sitting on a bench
ILSVRC2012_test_00006657.jpg,A person in red and white clothes and a white cap is holding a tennis racket
ILSVRC2012_test_00006664.jpg,A white dog on green grass
ILSVRC2012_test_00006678.jpg,A orange butterfly with white spots and black markings is on purple flowers
ILSVRC2012_test_00006682.jpg,A brown bird
ILSVRC2012_test_00006686.jpg,Two white sailboats
ILSVRC2012_test_00006706.jpg,A brown dog on white snow
ILSVRC2012_test_00006709.jpg,A golden and orange goldfish
ILSVRC2012_test_00006752.jpg,Two birds on the water
ILSVRC2012_test_00006753.jpg,A brown and orange butterfly on purple flowers
ILSVRC2012_test_00006781.jpg,A bird
ILSVRC2012_test_00006783.jpg,A group of brown and white and black dogs
ILSVRC2012_test_00006839.jpg,A grey and white and brown bird
ILSVRC2012_test_00006866.jpg,A blue off-road vehicle
ILSVRC2012_test_00006901.jpg,A white and green butterfly with black spots is on white flowers
ILSVRC2012_test_00006902.jpg,A brown and black butterfly with white spots is on pink flowers
ILSVRC2012_test_00006909.jpg,A black insect with white markings
ILSVRC2012_test_00006921.jpg,A brown and white and black bird in grass
ILSVRC2012_test_00006980.jpg,A man with a yellow and purple electric saw and a lot of stumps
ILSVRC2012_test_00007007.jpg,A white and black bird with a yellow beak
ILSVRC2012_test_00007020.jpg,Two black ducks with red beaks
ILSVRC2012_test_00007051.jpg,A man in a red and white and grey underpants lying on the chair
ILSVRC2012_test_00007071.jpg,A red insect on a purple and yellow flower
ILSVRC2012_test_00007074.jpg,A brown and white and black bird
ILSVRC2012_test_00007113.jpg,A brown dog in blue and black cast
ILSVRC2012_test_00007140.jpg,A woman with diving equipment is in the water
ILSVRC2012_test_00007145.jpg,A woman in red swimsuit
ILSVRC2012_test_00007175.jpg,A white bird standing on a rock
ILSVRC2012_test_00007179.jpg,A pink chair beside an orange chair
ILSVRC2012_test_00007188.jpg,A yellow bird with black top
ILSVRC2012_test_00007223.jpg,A snake
ILSVRC2012_test_00007230.jpg,A grey and white bird
ILSVRC2012_test_00007235.jpg,A white ball over the green grass land
ILSVRC2012_test_00007244.jpg,A black and dark brown animal in green plants
ILSVRC2012_test_00007251.jpg,A black and blue pencil case
ILSVRC2012_test_00007268.jpg,A brown dog beside green leaves
ILSVRC2012_test_00007271.jpg,A black dog on green grass
ILSVRC2012_test_00007275.jpg,A grey and white bird
ILSVRC2012_test_00007292.jpg,Two people in red and blue shirts are riding bikes
ILSVRC2012_test_00007296.jpg,A small brown and white deer under a big brown and white deer
ILSVRC2012_test_00007297.jpg,A man in  a brown hat and brown jacket with a bird
ILSVRC2012_test_00007315.jpg,A colorful bird on a branch
ILSVRC2012_test_00007353.jpg,A blue and greyish white and cyan peacock
ILSVRC2012_test_00007356.jpg,A black and grey and blue bird with a red crown
ILSVRC2012_test_00007383.jpg,An orange and black butterfly with white spots on pink and purple flowers
ILSVRC2012_test_00007385.jpg,A white butterfly on purple flowers
ILSVRC2012_test_00007394.jpg,A grey and white and black bird
ILSVRC2012_test_00007405.jpg,A brown and black butterfly and an orange and black butterfly with white spots are on purple flowers
ILSVRC2012_test_00007408.jpg,A brown bird
ILSVRC2012_test_00007433.jpg,A brown deer on dry grass
ILSVRC2012_test_00007442.jpg,A grey and brown squirrel
ILSVRC2012_test_00007449.jpg,A brown bird
ILSVRC2012_test_00007469.jpg,A frog
ILSVRC2012_test_00007477.jpg,A man riding a monocycle on stairs
ILSVRC2012_test_00007488.jpg,A white and beige dog
ILSVRC2012_test_00007517.jpg,A snail shell
ILSVRC2012_test_00007518.jpg,A brown bird on green leaves
ILSVRC2012_test_00007526.jpg,A person in an orange swimming cap is swimming
ILSVRC2012_test_00007566.jpg,A brown and white dog 
ILSVRC2012_test_00007587.jpg,Three brown deer on grassland
ILSVRC2012_test_00007592.jpg,A black and white dog
ILSVRC2012_test_00007619.jpg,A brown dog on green grass
ILSVRC2012_test_00007640.jpg,A bird on the roof
ILSVRC2012_test_00007644.jpg,Two brown birds with white spots
ILSVRC2012_test_00007647.jpg,A brown dog with a grey and white dog on lush green grass
ILSVRC2012_test_00007652.jpg,A brown snake with its mouth open
ILSVRC2012_test_00007670.jpg,A frog on the rock
ILSVRC2012_test_00007696.jpg,A woman in blue swimsuit
ILSVRC2012_test_00007808.jpg,A person with tow black and grey dogs on green grassland
ILSVRC2012_test_00007824.jpg,A brown deer on the rock
ILSVRC2012_test_00007831.jpg,A black turtle with white markings on sands
ILSVRC2012_test_00007841.jpg,A browna and grey bird
ILSVRC2012_test_00007857.jpg,A person in white and black clothes is holding a tennis racket and looking at a teenis ball
ILSVRC2012_test_00007895.jpg,A girl holding a black dog
ILSVRC2012_test_00007931.jpg,Two people are riding snowmobiles in the air
ILSVRC2012_test_00008001.jpg,A woman with a handbag in a black pair of sunglasses
ILSVRC2012_test_00008036.jpg,A brown dog with a red collar and chain
ILSVRC2012_test_00008060.jpg,A brown dog
ILSVRC2012_test_00008109.jpg,A black and white bird with a pink peak on grass
ILSVRC2012_test_00008117.jpg,A white bird with a long neck and a pink and black beak
ILSVRC2012_test_00008171.jpg,A grey dog with white spots and a branch in its mouth
ILSVRC2012_test_00008194.jpg,A white and red car
ILSVRC2012_test_00008216.jpg,Four white and brown dogs in clothes
ILSVRC2012_test_00008230.jpg,A tail of a whale on the water
ILSVRC2012_test_00008242.jpg, brown fox with a black animal in its mouth
ILSVRC2012_test_00008246.jpg,A grey and yellow and black and brown bird on a branch
ILSVRC2012_test_00008257.jpg,A brown and white fox with green plants
ILSVRC2012_test_00008266.jpg,A white and black dog on blue and orange rugs
ILSVRC2012_test_00008288.jpg,A black and dark grey and yellowish brown monkey with green leaves
ILSVRC2012_test_00008370.jpg,A black and grey bird with a red beak
ILSVRC2012_test_00008374.jpg,A bird with a frog in its beak
ILSVRC2012_test_00008402.jpg,A brown boar
