image_name,caption
ILSVRC2012_test_00002597.jpg,A cat 
ILSVRC2012_test_00002641.jpg,A bird on the dirt
ILSVRC2012_test_00002755.jpg,A boy in blue shirt in front of a white and black bird
ILSVRC2012_test_00002766.jpg,A man with white things on his back
ILSVRC2012_test_00002803.jpg,A black and white and brown bird
ILSVRC2012_test_00002809.jpg,A brown car beside a white truck
ILSVRC2012_test_00002846.jpg,A green snake
ILSVRC2012_test_00002904.jpg,A black hippo with its mouth open
ILSVRC2012_test_00002980.jpg,A girl in white clothes on a big black turtle
ILSVRC2012_test_00003238.jpg,Three brown elephants in water
ILSVRC2012_test_00003253.jpg,A man playing a guitar
ILSVRC2012_test_00003288.jpg,A black and white snake 
ILSVRC2012_test_00003314.jpg,An object in dark color on the beach
ILSVRC2012_test_00003414.jpg,Two children standing with a yellow bucket
ILSVRC2012_test_00003455.jpg,A black duck with a red mouth
ILSVRC2012_test_00003502.jpg,A lizard on the ground
ILSVRC2012_test_00003560.jpg,A white and brown dog
ILSVRC2012_test_00003627.jpg,A dog on the road
ILSVRC2012_test_00003683.jpg,A black dog beside a wooden table
ILSVRC2012_test_00003865.jpg,A snail
ILSVRC2012_test_00003917.jpg,A white plane with red characters
ILSVRC2012_test_00003923.jpg,A bird
ILSVRC2012_test_00004048.jpg,A brown dog
ILSVRC2012_test_00004208.jpg,A dog with a gold metal hanging from its neck
ILSVRC2012_test_00004227.jpg,A turtle on a turtle
ILSVRC2012_test_00004254.jpg,A man wearing a white helmet in a car 
ILSVRC2012_test_00004279.jpg,A bottle cap beside a plastic bottle
ILSVRC2012_test_00004285.jpg,A camel lying on the ground
ILSVRC2012_test_00004295.jpg,A shell of a snail on green plants
ILSVRC2012_test_00004350.jpg,A grey and white rabbit
ILSVRC2012_test_00004370.jpg,A man in black clothes 
ILSVRC2012_test_00004377.jpg,A black bird on a branch
ILSVRC2012_test_00004380.jpg,A glass of wine beside a bottle of wine
ILSVRC2012_test_00004434.jpg,A car beside green plants
ILSVRC2012_test_00004495.jpg,A circular object with a pair of black glasses on it
ILSVRC2012_test_00004567.jpg,A tennis ball on brown ground
ILSVRC2012_test_00004591.jpg,Four black birds on the ground
ILSVRC2012_test_00004592.jpg,A black and grey animal on snowy ground
ILSVRC2012_test_00004638.jpg,A group of roosters
ILSVRC2012_test_00004666.jpg,A man in the middle of two black dogs
ILSVRC2012_test_00004688.jpg,A black rooster with a red comb
ILSVRC2012_test_00004722.jpg,A big ship on the water
ILSVRC2012_test_00004728.jpg,A rabbit on the ground
ILSVRC2012_test_00004739.jpg,A white bird on the grass
ILSVRC2012_test_00004745.jpg,Green leaves 
ILSVRC2012_test_00004757.jpg,Tow ducks on grass
ILSVRC2012_test_00004825.jpg,A dark red object 
ILSVRC2012_test_00004889.jpg,A white and black bird in grass
ILSVRC2012_test_00004908.jpg,A black and grey bird
ILSVRC2012_test_00004975.jpg,A big red and white ship on water
ILSVRC2012_test_00005040.jpg,A big ship on water
ILSVRC2012_test_00005052.jpg,A bird on rocks
ILSVRC2012_test_00005170.jpg,A black and white dog holding a yellow object on grass
ILSVRC2012_test_00005200.jpg,A bird on a branch
ILSVRC2012_test_00005239.jpg,A black turtle on the brown ground
ILSVRC2012_test_00005244.jpg,A brown dog
ILSVRC2012_test_00005261.jpg,A metal bell
ILSVRC2012_test_00005270.jpg,A white dog
ILSVRC2012_test_00005294.jpg,A bird on the wood
ILSVRC2012_test_00005306.jpg,Pencils on pink surface
ILSVRC2012_test_00005379.jpg,A brown rabbit on green grass
ILSVRC2012_test_00005392.jpg,A bowl on a wooden borad
ILSVRC2012_test_00005451.jpg,A brown dear in grass
ILSVRC2012_test_00005516.jpg,A grey wolf on a log
ILSVRC2012_test_00005558.jpg,A black alpaca
ILSVRC2012_test_00005573.jpg,A white and pink car
ILSVRC2012_test_00005577.jpg,A green butterfly on the ground
ILSVRC2012_test_00005600.jpg,A white swan on water
ILSVRC2012_test_00005610.jpg,A white dog on grass
ILSVRC2012_test_00005616.jpg,A brown dog
ILSVRC2012_test_00005653.jpg,A black bird on white snow
ILSVRC2012_test_00005690.jpg,A man wearing a hat
ILSVRC2012_test_00005697.jpg,A yellow bird on a branch
ILSVRC2012_test_00005769.jpg,A black bird 
ILSVRC2012_test_00005829.jpg,A black and yellow bird on a branch
ILSVRC2012_test_00005837.jpg,A red and white horse on grass
ILSVRC2012_test_00005909.jpg,A white and grey bird
ILSVRC2012_test_00005933.jpg,A yellow butterfly on a flower
ILSVRC2012_test_00005968.jpg,Two white and black birds
ILSVRC2012_test_00006076.jpg,A white baseball in a brown glove
ILSVRC2012_test_00006077.jpg,A red and white duck standing in water
ILSVRC2012_test_00006086.jpg,A woamn in black clothes and holding a black dog
ILSVRC2012_test_00006108.jpg,A bird 
ILSVRC2012_test_00006189.jpg,A brown and white rabbit in lush green grass
ILSVRC2012_test_00006202.jpg,A glass of wine 
ILSVRC2012_test_00006248.jpg,A white and black dog lying on brown carpet
ILSVRC2012_test_00006309.jpg,A small red pepper beside a big red pepper
ILSVRC2012_test_00006312.jpg,A black and white dog on grass
ILSVRC2012_test_00006331.jpg,A child wearing a red and white hat is holding a white and blue cup with brown liquid in it
ILSVRC2012_test_00006348.jpg,A big white ship on water
ILSVRC2012_test_00006370.jpg,A bird standing in water
ILSVRC2012_test_00006371.jpg,A seal lying on the beach
ILSVRC2012_test_00006383.jpg,A black and brown dog lying
ILSVRC2012_test_00006397.jpg,A child behind a ball
ILSVRC2012_test_00006409.jpg,A yellow snail
ILSVRC2012_test_00006412.jpg,A woman in pink shirt standing beside a black dog
ILSVRC2012_test_00006499.jpg,A grey and white dog
ILSVRC2012_test_00006519.jpg,A white dog with black spots
ILSVRC2012_test_00006547.jpg,Two dogs on lush green grass
ILSVRC2012_test_00006619.jpg,A black remote control and a silver remote control
ILSVRC2012_test_00006634.jpg,A black tale of a whale on water
ILSVRC2012_test_00006648.jpg,A black dog with a red plate which has white characters
ILSVRC2012_test_00006655.jpg,A mouse on a branch
ILSVRC2012_test_00006663.jpg,A brown and white and red chair
ILSVRC2012_test_00006684.jpg,Two yellow and blue buses
ILSVRC2012_test_00006705.jpg,A white and black bird with a red beak
ILSVRC2012_test_00006717.jpg,A cat
ILSVRC2012_test_00006733.jpg,A whale in on water
ILSVRC2012_test_00006737.jpg,A white dog
ILSVRC2012_test_00006822.jpg,A black dog with a red collar
ILSVRC2012_test_00006827.jpg,A woman in white clothes holding a tennis racket
ILSVRC2012_test_00006840.jpg,Two yellow butterflies on orange flowers and green leaves
ILSVRC2012_test_00006892.jpg,A brown dog on green grass in front of yellow flowers
ILSVRC2012_test_00006907.jpg,Two cats lying next to each other
ILSVRC2012_test_00007017.jpg,A silver and blue glass container with a brown background
ILSVRC2012_test_00007052.jpg,A black and white bird walking on water
ILSVRC2012_test_00007055.jpg,A blue bird on a stump
ILSVRC2012_test_00007062.jpg,A black turtle in sands
ILSVRC2012_test_00007094.jpg,A black rooster with a red comb standing in grass
ILSVRC2012_test_00007107.jpg,A rooster with a red comb and a white tail on grass
ILSVRC2012_test_00007181.jpg,A man in red shirt riding a bike in air
ILSVRC2012_test_00007183.jpg,A black and white bird
ILSVRC2012_test_00007227.jpg,A beige band-aid on the dark brown ground
ILSVRC2012_test_00007232.jpg,A bird standing in dry grass
ILSVRC2012_test_00007277.jpg,Three children are eating colorful popsicles
ILSVRC2012_test_00007281.jpg,A beige dog standing on grass
ILSVRC2012_test_00007291.jpg,A rabbit on dry grass
ILSVRC2012_test_00007293.jpg,A brown shell on lush green grass
ILSVRC2012_test_00007299.jpg,A red and silver metal object 
ILSVRC2012_test_00007301.jpg,A black and white bird on dry grass
ILSVRC2012_test_00007313.jpg,A grey and blue bird
ILSVRC2012_test_00007316.jpg,A white and black panda
ILSVRC2012_test_00007334.jpg,A bird on a branch
ILSVRC2012_test_00007389.jpg,A man with a dog standing in water
ILSVRC2012_test_00007427.jpg,A black and white parrot on a red couch
ILSVRC2012_test_00007437.jpg,Two man in black suits and ties walking on the street
ILSVRC2012_test_00007487.jpg,A white light on the wall
ILSVRC2012_test_00007514.jpg,A black dog on grass
ILSVRC2012_test_00007542.jpg,A bird on the rock
ILSVRC2012_test_00007606.jpg,Two dogs on the beach
ILSVRC2012_test_00007636.jpg,A brown dog with a red collar
ILSVRC2012_test_00007638.jpg,Two brown and black and white animals
ILSVRC2012_test_00007650.jpg,A black dog in lush green plants
ILSVRC2012_test_00007663.jpg,A bird in grass
ILSVRC2012_test_00007676.jpg,A black dog on white snow
ILSVRC2012_test_00007681.jpg,A red and black snowmobile on white snow
ILSVRC2012_test_00007719.jpg,A brown car on white snow
ILSVRC2012_test_00007730.jpg,A green and red and white plane with orange patterns and characters on it
ILSVRC2012_test_00007731.jpg,A bird flying in the air
ILSVRC2012_test_00007735.jpg,A yellow and black toy banana
ILSVRC2012_test_00007770.jpg,"A white and red bowl full of oranges, strawberries and yellow fruits"
ILSVRC2012_test_00007775.jpg,A woman in black clothes standing on a balance beam
ILSVRC2012_test_00007795.jpg,A green frog
ILSVRC2012_test_00007823.jpg,Four red and black cars
ILSVRC2012_test_00007830.jpg,A green frog on grey rock
ILSVRC2012_test_00007903.jpg,A bird standing in water
ILSVRC2012_test_00007914.jpg,A black dog 
ILSVRC2012_test_00007924.jpg,A head of a man wearing a white hat
ILSVRC2012_test_00007940.jpg,A woman in a white coat with a black dog in grass
ILSVRC2012_test_00007981.jpg,A brown monkey
ILSVRC2012_test_00008058.jpg,A blue and white bus
ILSVRC2012_test_00008085.jpg,A tennis ball on red ground
ILSVRC2012_test_00008134.jpg,Three children with a dog
ILSVRC2012_test_00008141.jpg,A grey and brown seal with green grass
ILSVRC2012_test_00008192.jpg,A black dog 
ILSVRC2012_test_00008204.jpg,A white dog on dry grass
ILSVRC2012_test_00008304.jpg,A brown dog on green grass
ILSVRC2012_test_00008319.jpg,Two polar bears fighting with each other
ILSVRC2012_test_00008342.jpg,An old man sitting beside the wall
ILSVRC2012_test_00008394.jpg,A black and white dog on a green couch
ILSVRC2012_test_00008415.jpg,A man in white shirt is holding an axe with a girl in pink shirt
ILSVRC2012_test_00008420.jpg,A red fruit hanging from lush green branches
ILSVRC2012_test_00008480.jpg,A white and brown dog on the beach
ILSVRC2012_test_00008529.jpg,A red and white truck
ILSVRC2012_test_00008553.jpg,A grey and white and black bird flying over grass
ILSVRC2012_test_00008635.jpg,A man squatting with a dumbbell
ILSVRC2012_test_00008645.jpg,A yellow butterfly on the wall
ILSVRC2012_test_00008649.jpg,Two dogs on green grass
ILSVRC2012_test_00008710.jpg,Two black and white birds flying 
ILSVRC2012_test_00008776.jpg,A black and white skunk
ILSVRC2012_test_00008802.jpg,A baby sitting on the bed
ILSVRC2012_test_00008808.jpg,A silver and black Swiss army knife
ILSVRC2012_test_00008927.jpg,A man in grey shirt is holding a brown dog
ILSVRC2012_test_00008937.jpg,A yellow butterfly 
ILSVRC2012_test_00008947.jpg,A bird standing in water
ILSVRC2012_test_00008956.jpg,A brown and black off-road vehicle
ILSVRC2012_test_00008970.jpg,A brown dog on grey ground
ILSVRC2012_test_00009030.jpg,A tennis ball
ILSVRC2012_test_00009041.jpg,A snake on grey ground
ILSVRC2012_test_00009102.jpg,A person wearing a red helmet in a car 
ILSVRC2012_test_00009105.jpg,A brown dog on grass grass beside grenn bushes
ILSVRC2012_test_00009217.jpg,"A big brown dog has a white animal in its mouth, beside a small black dog"
ILSVRC2012_test_00009220.jpg,A bird standing on a roof
ILSVRC2012_test_00009327.jpg,A yellow bus
ILSVRC2012_test_00009334.jpg,A bird on a branch
ILSVRC2012_test_00009355.jpg,A baby holding a red popsicle
ILSVRC2012_test_00009359.jpg,A white and brown dog behind a tennis ball on a wooden floor
ILSVRC2012_test_00009371.jpg,A black duck with a white beak in water
ILSVRC2012_test_00009386.jpg,A brown animal on grass
ILSVRC2012_test_00009486.jpg,A bird with a long neck in green bushes
ILSVRC2012_test_00009618.jpg,A black and white bird 
ILSVRC2012_test_00009636.jpg,A white bird in green plants
ILSVRC2012_test_00009661.jpg,A brown rabbit 
ILSVRC2012_test_00009668.jpg,A cyan and white van
ILSVRC2012_test_00009689.jpg,Two bottles of sanitizer on bricks
ILSVRC2012_test_00009768.jpg,Two brown objects with a cyan background
ILSVRC2012_test_00009783.jpg,A grey butterfly on green leaves
ILSVRC2012_test_00009824.jpg,A yellow and blue and red car on grey road
ILSVRC2012_test_00009832.jpg,A brown deer 
ILSVRC2012_test_00009979.jpg,A white and brown bird
ILSVRC2012_test_00010007.jpg,A white and orange cup 
ILSVRC2012_test_00010013.jpg,A cyan bird with a long neck
ILSVRC2012_test_00010024.jpg,A white and brown dog on green grass
ILSVRC2012_test_00010039.jpg,A car parked by the sidewalk
ILSVRC2012_test_00010054.jpg,A bird flying 
ILSVRC2012_test_00010064.jpg,Two brown horses on grass
ILSVRC2012_test_00010077.jpg,A brown dog with a blue collar
ILSVRC2012_test_00010084.jpg,A person in a blue hat and blue clothes
ILSVRC2012_test_00010183.jpg,A black and white bird on a branch
ILSVRC2012_test_00010192.jpg,A white ball on a brown board on sands
ILSVRC2012_test_00010210.jpg,A butterfly on a yellow flower
ILSVRC2012_test_00010214.jpg,A white and black bird 
ILSVRC2012_test_00010218.jpg,A white ball on a red base in front of a golf club over green grass 
ILSVRC2012_test_00010241.jpg,A white and brown and black dog
ILSVRC2012_test_00010432.jpg,A brown dog
ILSVRC2012_test_00010443.jpg,A white vegetable 
ILSVRC2012_test_00010551.jpg,A black backpack
ILSVRC2012_test_00010570.jpg,A snake on the ground
ILSVRC2012_test_00010630.jpg,A cat
ILSVRC2012_test_00010778.jpg,Two birds on green grass
ILSVRC2012_test_00010789.jpg,A silver car
ILSVRC2012_test_00010792.jpg,A brown dog on white snow
ILSVRC2012_test_00010797.jpg,A brown dog on green grass
ILSVRC2012_test_00010809.jpg,A bird on a white plate 
ILSVRC2012_test_00010824.jpg,A black and white monkey on a branch
ILSVRC2012_test_00010845.jpg,A white and black whale in water
ILSVRC2012_test_00010851.jpg,A bird flying in the sky
ILSVRC2012_test_00010858.jpg,A yellow and brown bee on blue surface
ILSVRC2012_test_00010864.jpg,A black dog in red shirt
ILSVRC2012_test_00010949.jpg,A black dog with a red collar in water
ILSVRC2012_test_00011045.jpg,A black and white bird with a red beak
ILSVRC2012_test_00011055.jpg,A brown and black and white dog on grass
ILSVRC2012_test_00011137.jpg,Two polar bears
ILSVRC2012_test_00011190.jpg,A brown and white dog beside a red object on green grass
ILSVRC2012_test_00011194.jpg,A woman wearing a pair of sunglasses
ILSVRC2012_test_00011210.jpg,A girl in pink clothes and wearing a pink hat
ILSVRC2012_test_00011244.jpg,A yellow truck on white snow
ILSVRC2012_test_00011245.jpg,A black dog 
ILSVRC2012_test_00011269.jpg,A black bird with a red beak
ILSVRC2012_test_00011629.jpg,A white and grey bird flying over the water
ILSVRC2012_test_00011685.jpg,A brown and black and white dog in front of green grassland
ILSVRC2012_test_00011687.jpg,A black and silver car parked by grass
ILSVRC2012_test_00011726.jpg,A bird with a red beak
ILSVRC2012_test_00011735.jpg,A brown dog on grass
ILSVRC2012_test_00011746.jpg,A white and brown dog on sandss
ILSVRC2012_test_00011755.jpg,A man in white shirt holding an axe
ILSVRC2012_test_00011802.jpg,A black and white bird on a branch
ILSVRC2012_test_00011979.jpg,A bird with a snake in its beak
ILSVRC2012_test_00012043.jpg,A monkey on the rock
ILSVRC2012_test_00012045.jpg,Two birds in grass
ILSVRC2012_test_00012092.jpg,A brown and black and white tiger walking in the water
ILSVRC2012_test_00012378.jpg,A white and black bird
ILSVRC2012_test_00012551.jpg,A child is playing harmonica
ILSVRC2012_test_00012585.jpg,A man in white and blue underpants
ILSVRC2012_test_00012604.jpg,A bird flying over dry grass
ILSVRC2012_test_00012878.jpg,Two wite sail boats on the water
ILSVRC2012_test_00012950.jpg,A white cup with brown liquid in it
ILSVRC2012_test_00012993.jpg,A white and red and silver bottle
ILSVRC2012_test_00013087.jpg,A brown and white bird on a branch 
ILSVRC2012_test_00013216.jpg,A black and white and brown dog
ILSVRC2012_test_00013254.jpg,A brown and black bird on a branch
ILSVRC2012_test_00013647.jpg,A black and white dog
ILSVRC2012_test_00013724.jpg,A turtle in the water
ILSVRC2012_test_00013941.jpg,A white and black dog
ILSVRC2012_test_00013956.jpg,A turtle on a wooden board
ILSVRC2012_test_00014260.jpg,A white and brown bear
ILSVRC2012_test_00014410.jpg,A man in black and white clothes 
ILSVRC2012_test_00014599.jpg,A lizard on sandss
ILSVRC2012_test_00014667.jpg,A woman on the beach
ILSVRC2012_test_00014832.jpg,A group of birds standing in water
ILSVRC2012_test_00015074.jpg,A plastic bottle with a red bottle cap
ILSVRC2012_test_00015227.jpg,Six eggs on a black object
ILSVRC2012_test_00015292.jpg,A bird standing in the water
ILSVRC2012_test_00015356.jpg,A rooster on bricks
ILSVRC2012_test_00015362.jpg,A grey dog on green grass
ILSVRC2012_test_00015881.jpg,A grey dog on green grass
ILSVRC2012_test_00015900.jpg,A brown and white dog 
ILSVRC2012_test_00015927.jpg,A woman in blue clothes on the beach
ILSVRC2012_test_00015965.jpg,A porcupine
ILSVRC2012_test_00016347.jpg,"A person in red shirt is playing table tennis, a yellow ball in the air"
ILSVRC2012_test_00016458.jpg,A red and black football
ILSVRC2012_test_00016498.jpg,A black and brown bottle on white sheets
ILSVRC2012_test_00016605.jpg,A hippo on the water
ILSVRC2012_test_00017178.jpg,A plastic bag which has red characters is on green grass
ILSVRC2012_test_00017180.jpg,A snake on rocky surface
ILSVRC2012_test_00017183.jpg,A brown bird on white snow
ILSVRC2012_test_00017483.jpg,A rabbit
ILSVRC2012_test_00017645.jpg,A black turtle
ILSVRC2012_test_00017672.jpg,A black bench
ILSVRC2012_test_00018053.jpg,A black bird with a red beak is standing in the water
ILSVRC2012_test_00018248.jpg,A red and white mushroom
ILSVRC2012_test_00018316.jpg,brown and white mushrooms on green plants
ILSVRC2012_test_00018522.jpg,A yellow toy car
ILSVRC2012_test_00018719.jpg,A black and brown dog
ILSVRC2012_test_00018828.jpg,A snake
ILSVRC2012_test_00018858.jpg,A brown bird on white snow
ILSVRC2012_test_00018889.jpg,A brown deer
ILSVRC2012_test_00018933.jpg,A brown butterfly on a green leaf
ILSVRC2012_test_00019140.jpg,A man with a black helmet is riding a motorbike
ILSVRC2012_test_00019199.jpg,A white alpaca
ILSVRC2012_test_00019448.jpg,A man with a yellow helmet is riding a motorbike
ILSVRC2012_test_00019581.jpg,A bird on a branch
ILSVRC2012_test_00019589.jpg,A bird flying over the water
ILSVRC2012_test_00019965.jpg,A bird on dry grass
ILSVRC2012_test_00019974.jpg,Two girls sitting beside each other
ILSVRC2012_test_00020031.jpg,A group of people in black clothes
ILSVRC2012_test_00020037.jpg,Two polar bears fighting with each other
ILSVRC2012_test_00020094.jpg,A black tail of a fish on water
ILSVRC2012_test_00020189.jpg,A rabbit is eating a cookie
ILSVRC2012_test_00021269.jpg,A white cat
ILSVRC2012_test_00021504.jpg,A group man playing football
ILSVRC2012_test_00021515.jpg,Two dogs sitting beside each other
ILSVRC2012_test_00021729.jpg,A white butterfly on green leaves
ILSVRC2012_test_00021854.jpg,A black and white dog
ILSVRC2012_test_00022088.jpg,A yellow tennis ball
ILSVRC2012_test_00022134.jpg,A white and brown dog
ILSVRC2012_test_00022163.jpg,A white and brown dog on lush green grass
ILSVRC2012_test_00022211.jpg,A rooster with a red comb standing on green grass
ILSVRC2012_test_00022362.jpg,Two brown and white dogs in black blanket
ILSVRC2012_test_00022748.jpg,A man in front of a giant white ball which is on a red base
ILSVRC2012_test_00023128.jpg,A white bird
ILSVRC2012_test_00023883.jpg,A white dog
ILSVRC2012_test_00024718.jpg,A camel lying on the ground
ILSVRC2012_test_00024968.jpg,A brown dog 
ILSVRC2012_test_00025012.jpg,A white and brown dog on grass
ILSVRC2012_test_00025095.jpg,A red starfish on grey ground
ILSVRC2012_test_00025249.jpg,A brown and white bird on grey rocks
ILSVRC2012_test_00025707.jpg,A dog on a wooden dock
ILSVRC2012_test_00025895.jpg,Four white and black penguins
ILSVRC2012_test_00025973.jpg,A yellow butterfly
ILSVRC2012_test_00026111.jpg,A black dog in the water
ILSVRC2012_test_00026135.jpg,A dog on green grass
ILSVRC2012_test_00026307.jpg,A dog 
ILSVRC2012_test_00026342.jpg,A yellow fruit hanging from green branches
ILSVRC2012_test_00026469.jpg,A red and green appele on a wooden table
ILSVRC2012_test_00026474.jpg,A black dog
ILSVRC2012_test_00026522.jpg,Two roosters sitting on green grass
ILSVRC2012_test_00026551.jpg,A girl in red shirt is holding two black dogs
ILSVRC2012_test_00026745.jpg,A tigger is running on the field
ILSVRC2012_test_00026766.jpg,A black mouse on a hand
ILSVRC2012_test_00027065.jpg,A child in grey clothes is holding a white ball
ILSVRC2012_test_00027070.jpg,Two roosters on lush green grass
ILSVRC2012_test_00027135.jpg,A monkey 
ILSVRC2012_test_00027203.jpg,A brown dog on grey ground
ILSVRC2012_test_00027245.jpg,A snake
ILSVRC2012_test_00027337.jpg,Two brown wild boars on green grass
ILSVRC2012_test_00027474.jpg,Two golden handles in the shape of spoons are on a grey door
ILSVRC2012_test_00027563.jpg,A brown dog
ILSVRC2012_test_00028565.jpg,A green snake
ILSVRC2012_test_00028603.jpg,A bird 
ILSVRC2012_test_00028640.jpg,A snake
ILSVRC2012_test_00028692.jpg,Two brown dogs beside a person on a couch
ILSVRC2012_test_00028876.jpg,A grey cat on lush green grass
ILSVRC2012_test_00029583.jpg,A monkey on a rock
ILSVRC2012_test_00029629.jpg,A man wearing a hat is playing an instrument
ILSVRC2012_test_00029663.jpg,A bird sitting on dry grass
ILSVRC2012_test_00029710.jpg,A white and black shell of a snail on rocky surface
ILSVRC2012_test_00029726.jpg,A red and white and black bottle of wine
ILSVRC2012_test_00029752.jpg,A grey dog 
ILSVRC2012_test_00029989.jpg,A grey dog in a red couch
ILSVRC2012_test_00030013.jpg,Two monkeys
ILSVRC2012_test_00030169.jpg,Two white mushrooms
ILSVRC2012_test_00030193.jpg,A white and blue bird on a branch
ILSVRC2012_test_00030194.jpg,A green snake
ILSVRC2012_test_00030592.jpg,Two halved pomegranates
ILSVRC2012_test_00030633.jpg,A whale on the water
